AREA_NAME,OCC_TITLE,TOT_EMP,JOBS_1000,LOC QUOTIENT,Score
"Louisville/Jefferson County, KY-IN",Architecture and Engineering,"7,620",11.842,0.67,1.7
"Louisville/Jefferson County, KY-IN","Life, Physical, and Social Science","2,240",3.478,0.42,0
"Louisville/Jefferson County, KY-IN",Community and Social Service,"7,490",11.631,0.81,3.1
"Louisville/Jefferson County, KY-IN",Legal,"3,540",5.503,0.72,2.2
"Louisville/Jefferson County, KY-IN","Education, Training, and Library","28,320",43.993,0.72,2.2
"Louisville/Jefferson County, KY-IN","Arts, Design, Entertainment, Sports, and Media","6,730",10.458,0.77,2.7
"Louisville/Jefferson County, KY-IN",Healthcare Practitioners and Technical,"43,300",67.257,1.14,6.4
"Louisville/Jefferson County, KY-IN",Healthcare Support,"16,140",25.072,0.87,3.7
"Louisville/Jefferson County, KY-IN",Protective Service,"13,140",20.403,0.85,3.5
"Louisville/Jefferson County, KY-IN",Food Preparation and Serving Related,"59,980",93.153,1.01,5.1
"Louisville/Jefferson County, KY-IN",Building and Grounds Cleaning and Maintenance,"16,610",25.793,0.82,3.2
"Louisville/Jefferson County, KY-IN",Personal Care and Service,"19,540",30.343,0.94,4.4
"Louisville/Jefferson County, KY-IN",Sales and Related,"61,530",95.566,0.92,4.2
"Louisville/Jefferson County, KY-IN",Office and Administrative Support,"102,630",159.41,1.02,5.2
"Louisville/Jefferson County, KY-IN","Farming, Fishing, and Forestry",700,1.084,0.33,0
"Louisville/Jefferson County, KY-IN",Construction and Extraction,"22,400",34.792,0.87,3.7
"Louisville/Jefferson County, KY-IN","Installation, Maintenance, and Repair","27,070",42.04,1.08,5.8
"Louisville/Jefferson County, KY-IN",Production,"67,460",104.771,1.62,10
"Louisville/Jefferson County, KY-IN",Transportation and Material Moving,"66,340",103.039,1.49,9.9
"Lubbock, TX",Management,"4,480",31.95,0.63,1.3
"Lubbock, TX",Business and Financial Operations,"4,200",29.935,0.58,0.8
"Lubbock, TX",Computer and Mathematical,"2,320",16.538,0.56,0.6
"Lubbock, TX",Architecture and Engineering,"1,350",9.629,0.54,0.4
"Lubbock, TX","Life, Physical, and Social Science",990,7.069,0.86,3.6
"Lubbock, TX",Community and Social Service,"1,910",13.654,0.95,4.5
"Lubbock, TX",Legal,"1,010",7.209,0.94,4.4
"Lubbock, TX","Education, Training, and Library","9,540",68.025,1.11,6.1
"Lubbock, TX","Arts, Design, Entertainment, Sports, and Media","1,480",10.569,0.78,2.8
"Lubbock, TX",Healthcare Practitioners and Technical,"11,300",80.584,1.36,8.6
"Lubbock, TX",Healthcare Support,"4,260",30.376,1.05,5.5
"Lubbock, TX",Protective Service,"2,990",21.288,0.88,3.8
"Lubbock, TX",Food Preparation and Serving Related,"17,050",121.556,1.31,8.1
"Lubbock, TX",Building and Grounds Cleaning and Maintenance,"4,110",29.329,0.93,4.3
"Lubbock, TX",Personal Care and Service,"5,730",40.842,1.27,7.7
"Lubbock, TX",Sales and Related,"16,270",116.04,1.12,6.2
"Lubbock, TX",Office and Administrative Support,"24,410",174.069,1.11,6.1
"Lubbock, TX","Farming, Fishing, and Forestry",610,4.36,1.32,8.2
"Lubbock, TX",Construction and Extraction,"4,870",34.761,0.87,3.7
"Lubbock, TX","Installation, Maintenance, and Repair","6,740",48.054,1.24,7.4
"Lubbock, TX",Production,"4,900",34.955,0.54,0.4
"Lubbock, TX",Transportation and Material Moving,"9,710",69.209,1,5
"Macon, GA",Management,"4,570",46.675,0.92,4.2
"Macon, GA",Business and Financial Operations,"5,240",53.576,1.03,5.3
"Macon, GA",Computer and Mathematical,"1,560",15.928,0.54,0.4
"Macon, GA",Architecture and Engineering,660,6.704,0.38,0
"Macon, GA","Life, Physical, and Social Science",240,2.473,0.3,0
"Macon, GA",Community and Social Service,"1,710",17.51,1.22,7.2
"Macon, GA",Legal,640,6.512,0.85,3.5
"Macon, GA","Education, Training, and Library","5,800",59.265,0.96,4.6
"Macon, GA","Arts, Design, Entertainment, Sports, and Media",740,7.566,0.56,0.6
"Macon, GA",Healthcare Practitioners and Technical,"7,730",79.035,1.33,8.3
"Macon, GA",Healthcare Support,"3,630",37.127,1.29,7.9
"Macon, GA",Protective Service,"2,700",27.595,1.14,6.4
"Macon, GA",Food Preparation and Serving Related,"9,190",93.962,1.02,5.2
"Macon, GA",Building and Grounds Cleaning and Maintenance,"3,280",33.533,1.06,5.6
"Macon, GA",Personal Care and Service,"2,340",23.918,0.74,2.4
"Macon, GA",Sales and Related,"10,520",107.575,1.04,5.4
"Macon, GA",Office and Administrative Support,"17,840",182.323,1.16,6.6
"Macon, GA","Farming, Fishing, and Forestry",290,2.961,0.9,4
"Macon, GA",Construction and Extraction,"2,860",29.274,0.74,2.4
"Macon, GA","Installation, Maintenance, and Repair","4,310",44.101,1.13,6.3
"Macon, GA",Production,"5,520",56.48,0.87,3.7
"Macon, GA",Transportation and Material Moving,"6,450",65.907,0.95,4.5
"Madison, WI",Management,"20,700",54.209,1.07,5.7
"Madison, WI",Business and Financial Operations,"26,840",70.293,1.36,8.6
"Madison, WI",Computer and Mathematical,"23,750",62.185,2.1,10
"Madison, WI",Architecture and Engineering,"7,750",20.295,1.14,6.4
"Madison, WI","Life, Physical, and Social Science","7,180",18.799,2.29,10
"Madison, WI",Community and Social Service,"6,090",15.954,1.11,6.1
"Madison, WI",Legal,"2,680",7.018,0.92,4.2
"Madison, WI","Education, Training, and Library","25,520",66.829,1.09,5.9
"Madison, WI","Arts, Design, Entertainment, Sports, and Media","6,460",16.919,1.25,7.5
"Madison, WI",Healthcare Practitioners and Technical,"22,700",59.436,1,5
"Madison, WI",Healthcare Support,"8,580",22.478,0.78,2.8
"Madison, WI",Protective Service,"6,720",17.608,0.73,2.3
"Madison, WI",Food Preparation and Serving Related,"30,880",80.851,0.87,3.7
"Madison, WI",Building and Grounds Cleaning and Maintenance,"11,410",29.888,0.95,4.5
"Madison, WI",Personal Care and Service,"11,870",31.091,0.97,4.7
"Madison, WI",Sales and Related,"33,240",87.042,0.84,3.4
"Madison, WI",Office and Administrative Support,"56,150",147.045,0.94,4.4
"Madison, WI","Farming, Fishing, and Forestry",500,1.305,0.4,0
"Madison, WI",Construction and Extraction,"13,510",35.364,0.89,3.9
"Madison, WI","Installation, Maintenance, and Repair","12,270",32.125,0.83,3.3
"Madison, WI",Production,"26,830",70.266,1.08,5.8
"Madison, WI",Transportation and Material Moving,"20,240",52.998,0.76,2.6
"Manchester, NH",Management,"6,580",59.5,1.18,6.8
"Manchester, NH",Business and Financial Operations,"5,650",51.065,0.98,4.8
"Manchester, NH",Computer and Mathematical,"3,120",28.19,0.95,4.5
"Manchester, NH",Architecture and Engineering,"2,280",20.596,1.16,6.6
"Manchester, NH","Life, Physical, and Social Science",430,3.874,0.47,0
"Manchester, NH",Community and Social Service,"1,660",15.02,1.04,5.4
"Manchester, NH",Legal,990,8.948,1.17,6.7
"Manchester, NH","Education, Training, and Library","6,970",63.068,1.03,5.3
"Manchester, NH","Arts, Design, Entertainment, Sports, and Media","1,630",14.763,1.09,5.9
"Manchester, NH",Healthcare Practitioners and Technical,"7,350",66.44,1.12,6.2
"Manchester, NH",Healthcare Support,"3,670",33.167,1.15,6.5
"Manchester, NH",Protective Service,"2,200",19.94,0.83,3.3
"Manchester, NH",Food Preparation and Serving Related,"8,250",74.656,0.81,3.1
"Manchester, NH",Building and Grounds Cleaning and Maintenance,"3,710",33.591,1.07,5.7
"Manchester, NH",Personal Care and Service,"2,890",26.156,0.81,3.1
"Manchester, NH",Sales and Related,"13,370",120.922,1.17,6.7
"Manchester, NH",Office and Administrative Support,"19,110",172.848,1.1,6
"Manchester, NH","Farming, Fishing, and Forestry",60,0.517,0.16,0
"Manchester, NH",Construction and Extraction,"3,540",31.982,0.8,3
"Manchester, NH","Installation, Maintenance, and Repair","4,960",44.846,1.15,6.5
"Manchester, NH",Production,"6,270",56.695,0.87,3.7
"Manchester, NH",Transportation and Material Moving,"5,880",53.215,0.77,2.7
"McAllen-Edinburg-Mission, TX",Management,"6,010",24.079,0.48,0
"McAllen-Edinburg-Mission, TX",Business and Financial Operations,"5,740",22.989,0.44,0
"McAllen-Edinburg-Mission, TX",Computer and Mathematical,"1,810",7.244,0.24,0
"McAllen-Edinburg-Mission, TX",Architecture and Engineering,990,3.945,0.22,0
"McAllen-Edinburg-Mission, TX","Life, Physical, and Social Science","1,010",4.063,0.49,0
"McAllen-Edinburg-Mission, TX",Community and Social Service,"2,600",10.429,0.73,2.3
"McAllen-Edinburg-Mission, TX",Legal,"1,240",4.983,0.65,1.5
"McAllen-Edinburg-Mission, TX","Education, Training, and Library","25,960",103.959,1.69,10
"McAllen-Edinburg-Mission, TX","Arts, Design, Entertainment, Sports, and Media","1,540",6.16,0.45,0
"McAllen-Edinburg-Mission, TX",Healthcare Practitioners and Technical,"16,240",65.04,1.1,6
"McAllen-Edinburg-Mission, TX",Healthcare Support,"15,330",61.405,2.13,10
"McAllen-Edinburg-Mission, TX",Protective Service,"6,990",27.978,1.16,6.6
"McAllen-Edinburg-Mission, TX",Food Preparation and Serving Related,"23,150",92.718,1,5
"McAllen-Edinburg-Mission, TX",Building and Grounds Cleaning and Maintenance,"6,030",24.149,0.77,2.7
"McAllen-Edinburg-Mission, TX",Personal Care and Service,"24,140",96.688,3.01,10
"McAllen-Edinburg-Mission, TX",Sales and Related,"29,350",117.536,1.14,6.4
"McAllen-Edinburg-Mission, TX",Office and Administrative Support,"41,630",166.705,1.06,5.6
"McAllen-Edinburg-Mission, TX","Farming, Fishing, and Forestry",930,3.716,1.13,6.3
"McAllen-Edinburg-Mission, TX",Construction and Extraction,"5,480",21.963,0.55,0.5
"McAllen-Edinburg-Mission, TX","Installation, Maintenance, and Repair","8,240",32.981,0.85,3.5
"McAllen-Edinburg-Mission, TX",Production,"6,450",25.835,0.4,0
"McAllen-Edinburg-Mission, TX",Transportation and Material Moving,"18,840",75.437,1.09,5.9
"Memphis, TN-MS-AR",Management,"34,020",54.539,1.08,5.8
"Memphis, TN-MS-AR",Business and Financial Operations,"23,230",37.229,0.72,2.2
"Memphis, TN-MS-AR",Computer and Mathematical,"9,540",15.287,0.52,0.2
"Memphis, TN-MS-AR",Architecture and Engineering,"5,780",9.27,0.52,0.2
"Memphis, TN-MS-AR","Life, Physical, and Social Science","3,360",5.382,0.66,1.6
"Memphis, TN-MS-AR",Community and Social Service,"6,540",10.489,0.73,2.3
"Memphis, TN-MS-AR",Legal,"3,150",5.055,0.66,1.6
"Memphis, TN-MS-AR","Education, Training, and Library","30,830",49.418,0.8,3
"Memphis, TN-MS-AR","Arts, Design, Entertainment, Sports, and Media","4,320",6.921,0.51,0.1
"Memphis, TN-MS-AR",Healthcare Practitioners and Technical,"42,250",67.719,1.14,6.4
"Memphis, TN-MS-AR",Healthcare Support,"14,890",23.868,0.83,3.3
"Memphis, TN-MS-AR",Protective Service,"19,990",32.039,1.33,8.3
"Memphis, TN-MS-AR",Food Preparation and Serving Related,"52,000",83.36,0.9,4
"Memphis, TN-MS-AR",Building and Grounds Cleaning and Maintenance,"18,200",29.175,0.93,4.3
"Memphis, TN-MS-AR",Personal Care and Service,"17,260",27.672,0.86,3.6
"Memphis, TN-MS-AR",Sales and Related,"60,270",96.614,0.93,4.3
"Memphis, TN-MS-AR",Office and Administrative Support,"102,050",163.575,1.04,5.4
"Memphis, TN-MS-AR","Farming, Fishing, and Forestry",610,0.97,0.29,0
"Memphis, TN-MS-AR",Construction and Extraction,"19,720",31.602,0.79,2.9
"Memphis, TN-MS-AR","Installation, Maintenance, and Repair","24,470",39.229,1.01,5.1
"Memphis, TN-MS-AR",Production,"39,810",63.82,0.98,4.8
"Memphis, TN-MS-AR",Transportation and Material Moving,"91,560",146.766,2.12,10
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Management,"39,370",34.972,0.69,1.9
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Business and Financial Operations,"61,800",54.9,1.06,5.6
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Computer and Mathematical,"22,090",19.624,0.66,1.6
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Architecture and Engineering,"10,620",9.436,0.53,0.3
"Miami-Miami Beach-Kendall, FL Metropolitan Division","Life, Physical, and Social Science","3,810",3.387,0.41,0
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Community and Social Service,"11,610",10.317,0.72,2.2
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Legal,"16,930",15.038,1.96,10
"Miami-Miami Beach-Kendall, FL Metropolitan Division","Education, Training, and Library","54,460",48.376,0.79,2.9
"Miami-Miami Beach-Kendall, FL Metropolitan Division","Arts, Design, Entertainment, Sports, and Media","15,580",13.842,1.02,5.2
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Healthcare Practitioners and Technical,"69,440",61.684,1.04,5.4
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Healthcare Support,"29,910",26.566,0.92,4.2
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Protective Service,"42,100",37.401,1.55,10
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Food Preparation and Serving Related,"108,040",95.973,1.04,5.4
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Building and Grounds Cleaning and Maintenance,"39,890",35.439,1.12,6.2
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Personal Care and Service,"30,190",26.815,0.83,3.3
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Sales and Related,"148,800",132.183,1.28,7.8
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Office and Administrative Support,"209,320",185.94,1.19,6.9
"Miami-Miami Beach-Kendall, FL Metropolitan Division","Farming, Fishing, and Forestry","2,050",1.821,0.55,0.5
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Construction and Extraction,"33,560",29.812,0.75,2.5
"Miami-Miami Beach-Kendall, FL Metropolitan Division","Installation, Maintenance, and Repair","43,280",38.447,0.99,4.9
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Production,"42,140",37.43,0.58,0.8
"Miami-Miami Beach-Kendall, FL Metropolitan Division",Transportation and Material Moving,"90,730",80.595,1.16,6.6
"Midland, TX",Management,"3,720",43.07,0.85,3.5
"Midland, TX",Business and Financial Operations,"3,850",44.49,0.86,3.6
"Midland, TX",Computer and Mathematical,840,9.693,0.33,0
"Midland, TX",Architecture and Engineering,"2,870",33.242,1.87,10
"Midland, TX","Life, Physical, and Social Science","1,660",19.147,2.33,10
"Midland, TX",Community and Social Service,590,6.847,0.48,0
"Midland, TX","Education, Training, and Library","3,530",40.837,0.66,1.6
"Midland, TX","Arts, Design, Entertainment, Sports, and Media",990,11.496,0.85,3.5
"Midland, TX",Healthcare Practitioners and Technical,"3,420",39.547,0.67,1.7
"Midland, TX",Healthcare Support,0,0,0,0
"Midland, TX",Protective Service,"1,120",12.99,0.54,0.4
"Midland, TX",Food Preparation and Serving Related,"7,970",92.16,1,5
"Midland, TX",Building and Grounds Cleaning and Maintenance,"2,150",24.887,0.79,2.9
"Midland, TX",Personal Care and Service,"1,490",17.185,0.53,0.3
"Midland, TX",Sales and Related,"9,450",109.355,1.06,5.6
"Midland, TX",Office and Administrative Support,"12,390",143.293,0.91,4.1
"Midland, TX","Farming, Fishing, and Forestry",0,0,0,0
"Midland, TX",Construction and Extraction,"8,790",101.628,2.55,10
"Midland, TX","Installation, Maintenance, and Repair","4,940",57.101,1.47,9.7
"Midland, TX",Production,"4,700",54.35,0.84,3.4
"Midland, TX",Transportation and Material Moving,"8,520",98.526,1.42,9.2
"Milwaukee-Waukesha-West Allis, WI",Management,"44,370",52.763,1.04,5.4
"Milwaukee-Waukesha-West Allis, WI",Business and Financial Operations,"47,260",56.207,1.08,5.8
"Milwaukee-Waukesha-West Allis, WI",Computer and Mathematical,"25,930",30.838,1.04,5.4
"Milwaukee-Waukesha-West Allis, WI",Architecture and Engineering,"16,790",19.963,1.12,6.2
"Milwaukee-Waukesha-West Allis, WI","Life, Physical, and Social Science","4,070",4.841,0.59,0.9
"Milwaukee-Waukesha-West Allis, WI",Community and Social Service,"13,050",15.525,1.08,5.8
"Milwaukee-Waukesha-West Allis, WI",Legal,"6,370",7.572,0.99,4.9
"Milwaukee-Waukesha-West Allis, WI","Education, Training, and Library","47,280",56.235,0.91,4.1
"Milwaukee-Waukesha-West Allis, WI","Arts, Design, Entertainment, Sports, and Media","12,430",14.781,1.09,5.9
"Milwaukee-Waukesha-West Allis, WI",Healthcare Practitioners and Technical,"52,620",62.58,1.06,5.6
"Milwaukee-Waukesha-West Allis, WI",Healthcare Support,"20,420",24.29,0.84,3.4
"Milwaukee-Waukesha-West Allis, WI",Protective Service,"15,430",18.351,0.76,2.6
"Milwaukee-Waukesha-West Allis, WI",Food Preparation and Serving Related,"70,390",83.718,0.91,4.1
"Milwaukee-Waukesha-West Allis, WI",Building and Grounds Cleaning and Maintenance,"24,580",29.237,0.93,4.3
"Milwaukee-Waukesha-West Allis, WI",Personal Care and Service,"44,550",52.985,1.65,10
"Milwaukee-Waukesha-West Allis, WI",Sales and Related,"80,590",95.84,0.93,4.3
"Milwaukee-Waukesha-West Allis, WI",Office and Administrative Support,"125,240",148.944,0.95,4.5
"Milwaukee-Waukesha-West Allis, WI","Farming, Fishing, and Forestry",720,0.858,0.26,0
"Milwaukee-Waukesha-West Allis, WI",Construction and Extraction,"24,930",29.648,0.75,2.5
"Milwaukee-Waukesha-West Allis, WI","Installation, Maintenance, and Repair","27,420",32.613,0.84,3.4
"Milwaukee-Waukesha-West Allis, WI",Production,"84,500",100.491,1.55,10
"Milwaukee-Waukesha-West Allis, WI",Transportation and Material Moving,"51,900",61.72,0.89,3.9
"Minneapolis-St. Paul-Bloomington, MN-WI",Management,"125,970",65.945,1.31,8.1
"Minneapolis-St. Paul-Bloomington, MN-WI",Business and Financial Operations,"134,070",70.187,1.35,8.5
"Minneapolis-St. Paul-Bloomington, MN-WI",Computer and Mathematical,"82,440",43.155,1.45,9.5
"Minneapolis-St. Paul-Bloomington, MN-WI",Architecture and Engineering,"42,510",22.253,1.25,7.5
"Minneapolis-St. Paul-Bloomington, MN-WI","Life, Physical, and Social Science","17,220",9.015,1.1,6
"Minneapolis-St. Paul-Bloomington, MN-WI",Community and Social Service,"34,090",17.848,1.24,7.4
"Minneapolis-St. Paul-Bloomington, MN-WI",Legal,"15,500",8.116,1.06,5.6
"Minneapolis-St. Paul-Bloomington, MN-WI","Education, Training, and Library","108,390",56.739,0.92,4.2
"Minneapolis-St. Paul-Bloomington, MN-WI","Arts, Design, Entertainment, Sports, and Media","28,500",14.921,1.1,6
"Minneapolis-St. Paul-Bloomington, MN-WI",Healthcare Practitioners and Technical,"105,520",55.239,0.93,4.3
"Minneapolis-St. Paul-Bloomington, MN-WI",Healthcare Support,"50,460",26.416,0.92,4.2
"Minneapolis-St. Paul-Bloomington, MN-WI",Protective Service,"29,160",15.262,0.63,1.3
"Minneapolis-St. Paul-Bloomington, MN-WI",Food Preparation and Serving Related,"157,860",82.639,0.89,3.9
"Minneapolis-St. Paul-Bloomington, MN-WI",Building and Grounds Cleaning and Maintenance,"52,620",27.545,0.87,3.7
"Minneapolis-St. Paul-Bloomington, MN-WI",Personal Care and Service,"89,250",46.72,1.45,9.5
"Minneapolis-St. Paul-Bloomington, MN-WI",Sales and Related,"187,750",98.284,0.95,4.5
"Minneapolis-St. Paul-Bloomington, MN-WI",Office and Administrative Support,"278,610",145.85,0.93,4.3
"Minneapolis-St. Paul-Bloomington, MN-WI","Farming, Fishing, and Forestry","1,190",0.621,0.19,0
"Minneapolis-St. Paul-Bloomington, MN-WI",Construction and Extraction,"60,630",31.739,0.8,3
"Minneapolis-St. Paul-Bloomington, MN-WI","Installation, Maintenance, and Repair","58,730",30.746,0.79,2.9
"Minneapolis-St. Paul-Bloomington, MN-WI",Production,"135,150",70.752,1.09,5.9
"Minneapolis-St. Paul-Bloomington, MN-WI",Transportation and Material Moving,"114,630",60.006,0.87,3.7
"Mobile, AL",Management,"6,640",38.387,0.76,2.6
"Mobile, AL",Business and Financial Operations,"5,400",31.219,0.6,1
"Mobile, AL",Computer and Mathematical,"2,440",14.08,0.47,0
"Mobile, AL",Architecture and Engineering,"3,680",21.266,1.19,6.9
"Mobile, AL","Life, Physical, and Social Science",900,5.178,0.63,1.3
"Mobile, AL",Community and Social Service,"1,780",10.289,0.72,2.2
"Mobile, AL",Legal,"1,130",6.549,0.85,3.5
"Mobile, AL","Education, Training, and Library","7,760",44.809,0.73,2.3
"Mobile, AL","Arts, Design, Entertainment, Sports, and Media","1,510",8.718,0.64,1.4
"Mobile, AL",Healthcare Practitioners and Technical,"12,670",73.208,1.24,7.4
"Mobile, AL",Healthcare Support,"4,670",26.991,0.94,4.4
"Mobile, AL",Protective Service,"3,240",18.691,0.77,2.7
"Mobile, AL",Food Preparation and Serving Related,"15,070",87.045,0.94,4.4
"Mobile, AL",Building and Grounds Cleaning and Maintenance,"5,710",32.962,1.05,5.5
"Mobile, AL",Personal Care and Service,"4,420",25.529,0.79,2.9
"Mobile, AL",Sales and Related,"20,070",115.928,1.12,6.2
"Mobile, AL",Office and Administrative Support,"28,460",164.402,1.05,5.5
"Mobile, AL","Farming, Fishing, and Forestry",60,0.351,0.11,0
"Mobile, AL",Construction and Extraction,"10,170",58.772,1.48,9.8
"Mobile, AL","Installation, Maintenance, and Repair","9,340",53.935,1.39,8.9
"Mobile, AL",Production,"14,470",83.573,1.29,7.9
"Mobile, AL",Transportation and Material Moving,"13,520",78.118,1.13,6.3
"Modesto, CA",Management,"7,290",42.269,0.84,3.4
"Modesto, CA",Business and Financial Operations,"4,340",25.171,0.49,0
"Modesto, CA",Computer and Mathematical,"1,570",9.116,0.31,0
"Modesto, CA",Architecture and Engineering,"1,180",6.869,0.39,0
"Modesto, CA","Life, Physical, and Social Science","1,010",5.853,0.71,2.1
"Modesto, CA",Community and Social Service,"3,550",20.579,1.43,9.3
"Modesto, CA",Legal,710,4.114,0.54,0.4
"Modesto, CA","Education, Training, and Library","13,590",78.857,1.28,7.8
"Modesto, CA","Arts, Design, Entertainment, Sports, and Media","1,320",7.672,0.57,0.7
"Modesto, CA",Healthcare Practitioners and Technical,"10,680",61.981,1.05,5.5
"Modesto, CA",Healthcare Support,"5,120",29.688,1.03,5.3
"Modesto, CA",Protective Service,"2,610",15.135,0.63,1.3
"Modesto, CA",Food Preparation and Serving Related,"16,390",95.062,1.03,5.3
"Modesto, CA",Building and Grounds Cleaning and Maintenance,"4,690",27.182,0.86,3.6
"Modesto, CA",Personal Care and Service,"4,900",28.403,0.88,3.8
"Modesto, CA",Sales and Related,"18,770",108.884,1.05,5.5
"Modesto, CA",Office and Administrative Support,"26,540",153.946,0.98,4.8
"Modesto, CA","Farming, Fishing, and Forestry","6,360",36.888,11.17,10
"Modesto, CA",Construction and Extraction,"6,670",38.712,0.97,4.7
"Modesto, CA","Installation, Maintenance, and Repair","6,690",38.829,1,5
"Modesto, CA",Production,"12,570",72.898,1.12,6.2
"Modesto, CA",Transportation and Material Moving,"15,840",91.891,1.33,8.3
"Montgomery, AL",Management,"6,090",36.876,0.73,2.3
"Montgomery, AL",Business and Financial Operations,"7,650",46.374,0.89,3.9
"Montgomery, AL",Computer and Mathematical,"3,990",24.16,0.81,3.1
"Montgomery, AL",Architecture and Engineering,"2,810",17.058,0.96,4.6
"Montgomery, AL","Life, Physical, and Social Science","1,150",6.98,0.85,3.5
"Montgomery, AL",Community and Social Service,"1,920",11.621,0.81,3.1
"Montgomery, AL",Legal,"1,540",9.313,1.22,7.2
"Montgomery, AL","Education, Training, and Library","8,990",54.506,0.89,3.9
"Montgomery, AL","Arts, Design, Entertainment, Sports, and Media","1,780",10.794,0.8,3
"Montgomery, AL",Healthcare Practitioners and Technical,"9,340",56.599,0.96,4.6
"Montgomery, AL",Healthcare Support,"3,740",22.679,0.79,2.9
"Montgomery, AL",Protective Service,"5,240",31.739,1.32,8.2
"Montgomery, AL",Food Preparation and Serving Related,"14,630",88.679,0.96,4.6
"Montgomery, AL",Building and Grounds Cleaning and Maintenance,"5,780",35.014,1.11,6.1
"Montgomery, AL",Personal Care and Service,"5,470",33.127,1.03,5.3
"Montgomery, AL",Sales and Related,"17,160",103.989,1,5
"Montgomery, AL",Office and Administrative Support,"25,770",156.154,1,5
"Montgomery, AL","Farming, Fishing, and Forestry",540,3.243,0.98,4.8
"Montgomery, AL",Construction and Extraction,"4,890",29.649,0.75,2.5
"Montgomery, AL","Installation, Maintenance, and Repair","7,040",42.64,1.1,6
"Montgomery, AL",Production,"16,800",101.794,1.57,10
"Montgomery, AL",Transportation and Material Moving,"12,710",77.013,1.11,6.1
"Nashville-Davidson--Murfreesboro--Franklin, TN",Management,"60,160",65.941,1.31,8.1
"Nashville-Davidson--Murfreesboro--Franklin, TN",Business and Financial Operations,"45,310",49.662,0.96,4.6
"Nashville-Davidson--Murfreesboro--Franklin, TN",Computer and Mathematical,"23,290",25.531,0.86,3.6
"Nashville-Davidson--Murfreesboro--Franklin, TN",Architecture and Engineering,"12,540",13.743,0.77,2.7
"Nashville-Davidson--Murfreesboro--Franklin, TN","Life, Physical, and Social Science","4,380",4.798,0.58,0.8
"Nashville-Davidson--Murfreesboro--Franklin, TN",Community and Social Service,"9,140",10.02,0.7,2
"Nashville-Davidson--Murfreesboro--Franklin, TN",Legal,"5,340",5.849,0.76,2.6
"Nashville-Davidson--Murfreesboro--Franklin, TN","Education, Training, and Library","44,230",48.482,0.79,2.9
"Nashville-Davidson--Murfreesboro--Franklin, TN","Arts, Design, Entertainment, Sports, and Media","13,660",14.967,1.1,6
"Nashville-Davidson--Murfreesboro--Franklin, TN",Healthcare Practitioners and Technical,"57,780",63.333,1.07,5.7
"Nashville-Davidson--Murfreesboro--Franklin, TN",Healthcare Support,"21,740",23.832,0.83,3.3
"Nashville-Davidson--Murfreesboro--Franklin, TN",Protective Service,"19,450",21.321,0.88,3.8
"Nashville-Davidson--Murfreesboro--Franklin, TN",Food Preparation and Serving Related,"85,640",93.861,1.02,5.2
"Nashville-Davidson--Murfreesboro--Franklin, TN",Building and Grounds Cleaning and Maintenance,"23,570",25.832,0.82,3.2
"Nashville-Davidson--Murfreesboro--Franklin, TN",Personal Care and Service,"21,970",24.084,0.75,2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",Sales and Related,"91,760",100.571,0.97,4.7
"Nashville-Davidson--Murfreesboro--Franklin, TN",Office and Administrative Support,"156,370",171.389,1.09,5.9
"Nashville-Davidson--Murfreesboro--Franklin, TN","Farming, Fishing, and Forestry",390,0.423,0.13,0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Construction and Extraction,"28,060",30.757,0.77,2.7
"Nashville-Davidson--Murfreesboro--Franklin, TN","Installation, Maintenance, and Repair","39,250",43.017,1.11,6.1
"Nashville-Davidson--Murfreesboro--Franklin, TN",Production,"70,630",77.409,1.19,6.9
"Nashville-Davidson--Murfreesboro--Franklin, TN",Transportation and Material Moving,"77,710",85.178,1.23,7.3
"New Haven, CT",Management,"16,250",57.698,1.14,6.4
"New Haven, CT",Business and Financial Operations,"10,930",38.786,0.75,2.5
"New Haven, CT",Computer and Mathematical,"5,900",20.957,0.71,2.1
"New Haven, CT",Architecture and Engineering,"3,960",14.073,0.79,2.9
"New Haven, CT","Life, Physical, and Social Science","2,650",9.389,1.14,6.4
"New Haven, CT",Community and Social Service,"6,660",23.642,1.64,10
"New Haven, CT",Legal,"1,930",6.837,0.89,3.9
"New Haven, CT","Education, Training, and Library","25,280",89.752,1.46,9.6
"New Haven, CT","Arts, Design, Entertainment, Sports, and Media","3,320",11.767,0.87,3.7
"New Haven, CT",Healthcare Practitioners and Technical,"21,000",74.534,1.26,7.6
